director_name,movie_title,budget,imdb_score,title_year,director_expense
Brett Ratner,Hercules,100000000.0,6.0,2014.0,811000000.0
Ron Clements,Treasure Planet,140000000.0,7.1,2002.0,245000000.0
Brad Silberling,Land of the Lost,100000000.0,5.4,2009.0,205000000.0
Patrick Hughes,The Expendables 3,90000000.0,6.1,2014.0,90000000.0
Ericson Core,Point Break,105000000.0,5.3,2015.0,105000000.0
Lawrence Guterman,Son of the Mask,84000000.0,2.2,2005.0,144000000.0
Ron Howard,In the Heart of the Sea,100000000.0,7.0,2015.0,911000000.0
Ron Underwood,The Adventures of Pluto Nash,100000000.0,3.8,2002.0,190000000.0
Paul Greengrass,Green Zone,100000000.0,6.9,2010.0,460000000.0
Steve Martino,The Peanuts Movie,99000000.0,7.2,2015.0,194000000.0
David Mamet,The Spanish Prisoner,10000000.0,7.3,1997.0,10000000.0
Stephen Sommers,The Mummy Returns,98000000.0,6.3,2001.0,273000000.0
Martin Scorsese,Gangs of New York,100000000.0,7.5,2002.0,702000000.0
Yimou Zhang,The Flowers of War,94000000.0,7.6,2011.0,94000000.0
Ash Brannon,Surf's Up,100000000.0,6.8,2007.0,100000000.0
Frank Oz,The Stepford Wives,90000000.0,5.2,2004.0,213000000.0
Ridley Scott,Black Hawk Down,92000000.0,7.7,2001.0,1123000000.0
Jay Roach,The Campaign,95000000.0,6.2,2012.0,293000000.0
Luc Besson,The Fifth Element,93000000.0,7.7,1997.0,179000000.0
Michael Patrick King,Sex and the City 2,100000000.0,4.3,2010.0,100000000.0
Bibo Bergeron,The Road to El Dorado,95000000.0,6.9,2000.0,170000000.0
Steve Martino,Ice Age: Continental Drift,95000000.0,6.6,2012.0,194000000.0
Kenneth Branagh,Cinderella,95000000.0,7.0,2015.0,305000000.0
Peter Jackson,The Lovely Bones,65000000.0,6.7,2009.0,1208000000.0
Andrew Stanton,Finding Nemo,94000000.0,8.2,2003.0,537700000.0
Peter Jackson,The Lord of the Rings: The Return of the King,94000000.0,8.9,2003.0,1208000000.0
Peter Jackson,The Lord of the Rings: The Two Towers,94000000.0,8.7,2002.0,1208000000.0
Sergey Bodrov,Seventh Son,95000000.0,5.5,2014.0,95000000.0
Simon West,Lara Croft: Tomb Raider,115000000.0,5.7,2001.0,377000000.0
Wally Pfister,Transcendence,100000000.0,6.3,2014.0,100000000.0
Joe Johnston,Jurassic Park III,93000000.0,5.9,2001.0,483000000.0
Rupert Wyatt,Rise of the Planet of the Apes,93000000.0,7.6,2011.0,93000000.0
Mark Waters,The Spiderwick Chronicles,90000000.0,6.6,2008.0,203000000.0
John Moore,A Good Day to Die Hard,92000000.0,5.3,2013.0,137000000.0
John Lee Hancock,The Alamo,107000000.0,6.0,2004.0,107000000.0
Brad Bird,The Incredibles,92000000.0,8.0,2004.0,647000000.0
Renny Harlin,Cutthroat Island,98000000.0,5.6,1995.0,555000000.0
Chris Columbus,Percy Jackson & the Olympians: The Lightning Thief,95000000.0,5.9,2010.0,558000000.0
Barry Sonnenfeld,Men in Black,90000000.0,7.3,1997.0,625000000.0
John Lasseter,Toy Story 2,90000000.0,7.9,1999.0,410000000.0
Tony Scott,Unstoppable,100000000.0,6.8,2010.0,620000000.0
Brett Ratner,Rush Hour 2,90000000.0,6.6,2001.0,811000000.0
Robert Zemeckis,What Lies Beneath,100000000.0,6.6,2000.0,905000000.0
Phil Lord,Cloudy with a Chance of Meatballs,100000000.0,7.0,2009.0,210000000.0
Carlos Saldanha,Ice Age: Dawn of the Dinosaurs,90000000.0,7.0,2009.0,363000000.0
Ben Stiller,The Secret Life of Walter Mitty,90000000.0,7.3,2013.0,182000000.0
McG,Charlie's Angels,92000000.0,5.5,2000.0,542000000.0
Martin Scorsese,The Departed,90000000.0,8.5,2006.0,702000000.0
Tony Bancroft,Mulan,90000000.0,7.5,1998.0,90000000.0
Ben Stiller,Tropic Thunder,92000000.0,7.0,2008.0,182000000.0
David Fincher,The Girl with the Dragon Tattoo,90000000.0,7.8,2011.0,529000000.0
John McTiernan,Die Hard with a Vengeance,90000000.0,7.6,1995.0,365000000.0
Guy Ritchie,Sherlock Holmes,90000000.0,7.6,2009.0,290000000.0
Gary Trousdale,Atlantis: The Lost Empire,120000000.0,6.8,2001.0,220000000.0
Walt Becker,Alvin and the Chipmunks: The Road Chip,90000000.0,5.0,2015.0,90000000.0
Bryan Singer,Valkyrie,75000000.0,7.1,2008.0,1042000000.0
Dennis Dugan,You Don't Mess with the Zohan,90000000.0,5.5,2008.0,409000000.0
Chris Columbus,Pixels,88000000.0,5.6,2015.0,558000000.0
Steven Spielberg,A.I. Artificial Intelligence,100000000.0,7.1,2001.0,1383000000.0
Rob Minkoff,The Haunted Mansion,90000000.0,4.9,2003.0,543000000.0
Robert Zemeckis,Contact,90000000.0,7.4,1997.0,905000000.0
Paul Verhoeven,Hollow Man,95000000.0,5.7,2000.0,265000000.0
Sydney Pollack,The Interpreter,80000000.0,6.4,2005.0,144000000.0
Thor Freudenthal,Percy Jackson: Sea of Monsters,90000000.0,5.9,2013.0,125000000.0
Jan de Bont,Lara Croft Tomb Raider: The Cradle of Life,95000000.0,5.5,2003.0,427000000.0
Jon M. Chu,Now You See Me 2,90000000.0,6.9,2016.0,220000000.0
Phillip Noyce,The Saint,68000000.0,6.2,1997.0,240000000.0
Tony Scott,Spy Game,92000000.0,7.0,2001.0,620000000.0
Brian De Palma,Mission to Mars,90000000.0,5.6,2000.0,289000000.0
Carlos Saldanha,Rio,90000000.0,7.0,2011.0,363000000.0
Chris Columbus,Bicentennial Man,100000000.0,6.8,1999.0,558000000.0
Mick Jackson,Volcano,90000000.0,5.4,1997.0,90000000.0
Alan J. Pakula,The Devil's Own,86000000.0,6.1,1997.0,86000000.0
Kathryn Bigelow,K-19: The Widowmaker,100000000.0,6.7,2002.0,140000000.0
Ron Howard,Cinderella Man,88000000.0,8.0,2005.0,911000000.0
Andrey Konchalovskiy,The Nutcracker in 3D,90000000.0,4.4,2010.0,90000000.0
Gary Ross,Seabiscuit,87000000.0,7.3,2003.0,165000000.0
Jan de Bont,Twister,92000000.0,6.3,1996.0,427000000.0
Robert Zemeckis,Cast Away,90000000.0,7.7,2000.0,905000000.0
George Miller,Happy Feet,100000000.0,6.5,2006.0,465000000.0
Paul Greengrass,The Bourne Supremacy,75000000.0,7.8,2004.0,460000000.0
Wolfgang Petersen,Air Force One,85000000.0,6.4,1997.0,610000000.0
Steven Soderbergh,Ocean's Eleven,85000000.0,7.8,2001.0,392000000.0
Paul W.S. Anderson,The Three Musketeers,75000000.0,5.8,2011.0,520000000.0
Genndy Tartakovsky,Hotel Transylvania,85000000.0,7.1,2012.0,165000000.0
Kevin Lima,Enchanted,85000000.0,7.1,2007.0,170000000.0
Daniel Espinosa,Safe House,85000000.0,6.8,2012.0,85000000.0
Kevin Lima,102 Dalmatians,85000000.0,4.8,2000.0,170000000.0
Brett Ratner,Tower Heist,75000000.0,6.2,2011.0,811000000.0
Nancy Meyers,The Holiday,85000000.0,6.9,2006.0,320000000.0
Tony Scott,Enemy of the State,90000000.0,7.3,1998.0,620000000.0
Nancy Meyers,It's Complicated,85000000.0,6.6,2009.0,320000000.0
Steven Soderbergh,Ocean's Thirteen,85000000.0,6.9,2007.0,392000000.0
Roger Allers,Open Season,85000000.0,6.2,2006.0,130000000.0
Neil Burger,Divergent,85000000.0,6.7,2014.0,85000000.0
Jean-Jacques Annaud,Enemy at the Gates,68000000.0,7.6,2001.0,197660000.0
Peter Berg,The Rundown,85000000.0,6.7,2003.0,514000000.0
John McTiernan,Last Action Hero,70000000.0,6.2,1993.0,365000000.0
Rob Marshall,Memoirs of a Geisha,85000000.0,7.3,2005.0,465000000.0
Justin Lin,The Fast and the Furious: Tokyo Drift,85000000.0,6.0,2006.0,395000000.0
Sarah Smith,Arthur Christmas,100000000.0,7.1,2011.0,100000000.0
Martin Brest,Meet Joe Black,90000000.0,7.1,1998.0,144000000.0
Andrew Davis,Collateral Damage,85000000.0,5.5,2002.0,135000000.0
Tarsem Singh,Mirror Mirror,85000000.0,5.6,2012.0,160000000.0
Edgar Wright,Scott Pilgrim vs. the World,60000000.0,7.5,2010.0,60000000.0
Jon Amiel,The Core,60000000.0,5.4,2003.0,126000000.0
Peter Segal,Nutty Professor II: The Klumps,65000000.0,4.3,2000.0,302000000.0
Raja Gosnell,Scooby-Doo,84000000.0,4.9,2002.0,299000000.0
Pete Travis,Dredd,35000000.0,7.1,2012.0,35000000.0
Frank Coraci,Click,70000000.0,6.4,2006.0,260000000.0
Brad Peyton,Cats & Dogs: The Revenge of Kitty Galore,85000000.0,4.3,2010.0,274000000.0
Doug Liman,Jumper,85000000.0,6.1,2008.0,443000000.0
Guillermo del Toro,Hellboy II: The Golden Army,85000000.0,7.0,2008.0,395000000.0
David Fincher,Zodiac,65000000.0,7.7,2007.0,529000000.0
Roger Spottiswoode,The 6th Day,82000000.0,5.9,2000.0,192000000.0
Tom Shadyac,Bruce Almighty,81000000.0,6.7,2003.0,420000000.0
Sylvester Stallone,The Expendables,80000000.0,6.5,2010.0,80000000.0
Brian De Palma,Mission: Impossible,80000000.0,7.1,1996.0,289000000.0
Gary Ross,The Hunger Games,78000000.0,7.3,2012.0,165000000.0
Todd Phillips,The Hangover Part II,80000000.0,6.5,2011.0,205000000.0
Tim Burton,Batman Returns,80000000.0,7.0,1992.0,770000000.0
Tim Johnson,Over the Hedge,80000000.0,6.8,2006.0,215000000.0
Dean DeBlois,Lilo & Stitch,80000000.0,7.2,2002.0,390000000.0
Mimi Leder,Deep Impact,75000000.0,6.1,1998.0,125000000.0
Dean Parisot,RED 2,84000000.0,6.7,2013.0,184000000.0
Peter Segal,The Longest Yard,82000000.0,6.4,2005.0,302000000.0
Mike Mitchell,Alvin and the Chipmunks: Chipwrecked,75000000.0,4.4,2011.0,240000000.0
Dennis Dugan,Grown Ups 2,80000000.0,5.4,2013.0,409000000.0
Peter Segal,Get Smart,80000000.0,6.5,2008.0,302000000.0
Nancy Meyers,Something's Gotta Give,80000000.0,6.7,2003.0,320000000.0
Martin Scorsese,Shutter Island,80000000.0,8.1,2010.0,702000000.0
Seth Gordon,Four Christmases,80000000.0,5.6,2008.0,80000000.0
Chris Wedge,Robots,75000000.0,6.3,2005.0,234000000.0
John Woo,Face/Off,80000000.0,7.3,1997.0,430000000.0
Adam Shankman,Bedtime Stories,80000000.0,6.1,2008.0,346000000.0
Sam Mendes,Road to Perdition,80000000.0,7.7,2002.0,595000000.0
Dennis Dugan,Just Go with It,80000000.0,6.4,2011.0,409000000.0
Simon West,Con Air,75000000.0,6.8,1997.0,377000000.0
D.J. Caruso,Eagle Eye,80000000.0,6.6,2008.0,140000000.0
Anthony Minghella,Cold Mountain,79000000.0,7.2,2003.0,79000000.0
Albert Hughes,The Book of Eli,80000000.0,6.9,2010.0,80000000.0
Les Mayfield,Flubber,80000000.0,5.2,1997.0,80000000.0
Jan de Bont,The Haunting,80000000.0,4.9,1999.0,427000000.0
Joe Pytka,Space Jam,80000000.0,6.3,1996.0,80000000.0
Shawn Levy,The Pink Panther,65000000.0,5.6,2006.0,675000000.0
Scott Derrickson,The Day the Earth Stood Still,80000000.0,5.5,2008.0,80000000.0
Richard Donner,Conspiracy Theory,75000000.0,6.7,1997.0,345000000.0
David Ayer,Fury,68000000.0,7.6,2014.0,243000000.0
Ivan Reitman,Six Days Seven Nights,70000000.0,5.7,1998.0,70000000.0
Eric Brevig,Yogi Bear,80000000.0,4.6,2010.0,80000000.0
Kelly Asbury,Spirit: Stallion of the Cimarron,80000000.0,7.0,2002.0,80000000.0
Frank Coraci,Zookeeper,80000000.0,5.2,2011.0,260000000.0
Stephen Hopkins,Lost in Space,80000000.0,5.1,1998.0,135000000.0
Jonathan Demme,The Manchurian Candidate,80000000.0,6.6,2004.0,135000000.0
Genndy Tartakovsky,Hotel Transylvania 2,80000000.0,6.7,2015.0,165000000.0
James Algar,Fantasia 2000,80000000.0,7.3,1999.0,80000000.0
Simon Wells,The Time Machine,80000000.0,5.9,2002.0,230000000.0
Ron Underwood,Mighty Joe Young,90000000.0,5.6,1998.0,190000000.0
Dominic Sena,Swordfish,80000000.0,6.5,2001.0,170000000.0
Martin Campbell,The Legend of Zorro,75000000.0,5.9,2005.0,738000000.0
Vincent Ward,What Dreams May Come,85000000.0,7.0,1998.0,85000000.0
Steven Brill,Little Nicky,80000000.0,5.3,2000.0,130000000.0
Terry Gilliam,The Brothers Grimm,88000000.0,5.9,2005.0,88000000.0
Tim Burton,Mars Attacks!,70000000.0,6.3,1996.0,770000000.0
Jonathan Mostow,Surrogates,80000000.0,6.3,2009.0,342000000.0
Roger Donaldson,Thirteen Days,80000000.0,7.3,2000.0,196000000.0
Rob Cohen,Daylight,80000000.0,5.8,1996.0,525000000.0
Barry Cook,Walking with Dinosaurs 3D,80000000.0,5.2,2013.0,80000000.0
Roger Christian,Battlefield Earth,44000000.0,2.4,2000.0,44000000.0
Joe Dante,Looney Tunes: Back in Action,80000000.0,5.7,2003.0,130000000.0
Rob Marshall,Nine,80000000.0,5.8,2009.0,465000000.0
Richard Donner,Timeline,80000000.0,5.6,2003.0,345000000.0
Kevin Costner,The Postman,80000000.0,6.0,1997.0,80000000.0
George Miller,Babe: Pig in the City,80000000.0,5.8,1998.0,465000000.0
Breck Eisner,The Last Witch Hunter,90000000.0,6.0,2015.0,220000000.0
Antony Hoffman,Red Planet,70000000.0,5.7,2000.0,70000000.0
Luc Besson,Arthur and the Invisibles,86000000.0,6.0,2006.0,179000000.0
Jacques Perrin,Oceans,40000000.0,7.8,2009.0,40000000.0
Peter Hyams,A Sound of Thunder,52000000.0,4.2,2005.0,175000000.0
Paul W.S. Anderson,Pompeii,80000000.0,5.6,2014.0,520000000.0
Andrés Couturier,Top Cat Begins,8000000.0,4.4,2015.0,8000000.0
Ron Howard,A Beautiful Mind,58000000.0,8.2,2001.0,911000000.0
Roger Allers,The Lion King,45000000.0,8.5,1994.0,130000000.0
Brad Peyton,Journey 2: The Mysterious Island,79000000.0,5.8,2012.0,274000000.0
Cody Cameron,Cloudy with a Chance of Meatballs 2,78000000.0,6.5,2013.0,78000000.0
Brett Ratner,Red Dragon,78000000.0,7.2,2002.0,811000000.0
Joe Johnston,Hidalgo,100000000.0,6.7,2004.0,483000000.0
Dennis Dugan,Jack and Jill,79000000.0,3.4,2011.0,409000000.0
John Singleton,2 Fast 2 Furious,76000000.0,5.9,2003.0,122000000.0
Mark Osborne,The Little Prince,81200000.0,7.8,2015.0,211200000.0
Oliver Hirschbiegel,The Invasion,80000000.0,5.9,2007.0,80000000.0
Des McAnuff,The Adventures of Rocky & Bullwinkle,76000000.0,4.1,2000.0,76000000.0
Yarrow Cheney,The Secret Life of Pets,75000000.0,6.8,2016.0,75000000.0
Stephen Norrington,The League of Extraordinary Gentlemen,78000000.0,5.8,2003.0,78000000.0
Pierre Coffin,Despicable Me 2,76000000.0,7.5,2013.0,145000000.0
Roland Emmerich,Independence Day,75000000.0,6.9,1996.0,825000000.0
Steven Spielberg,The Lost World: Jurassic Park,73000000.0,6.5,1997.0,1383000000.0
Eric Darnell,Madagascar,75000000.0,6.9,2005.0,607000000.0
Alfonso Cuarón,Children of Men,76000000.0,7.9,2006.0,306000000.0
Bryan Singer,X-Men,75000000.0,7.4,2000.0,1042000000.0
Timur Bekmambetov,Wanted,75000000.0,6.7,2008.0,144000000.0
Michael Bay,The Rock,75000000.0,7.4,1996.0,1416000000.0
Carlos Saldanha,Ice Age: The Meltdown,80000000.0,6.9,2006.0,363000000.0
Peter Segal,50 First Dates,75000000.0,6.8,2004.0,302000000.0
Adam Shankman,Hairspray,75000000.0,6.7,2007.0,346000000.0
Renny Harlin,Exorcist: The Beginning,50000000.0,5.1,2004.0,555000000.0
David Kellogg,Inspector Gadget,75000000.0,4.1,1999.0,75000000.0
Louis Leterrier,Now You See Me,75000000.0,7.3,2013.0,350000000.0
Dennis Dugan,Grown Ups,80000000.0,6.0,2010.0,409000000.0
Steven Spielberg,The Terminal,60000000.0,7.3,2004.0,1383000000.0
Thor Freudenthal,Hotel for Dogs,35000000.0,5.4,2009.0,125000000.0
Martin Campbell,Vertical Limit,75000000.0,5.9,2000.0,738000000.0
Mike Nichols,Charlie Wilson's War,75000000.0,7.1,2007.0,210000000.0
Bibo Bergeron,Shark Tale,75000000.0,6.0,2004.0,170000000.0
Bill Condon,Dreamgirls,70000000.0,6.5,2006.0,190000000.0
F. Gary Gray,Be Cool,53000000.0,5.7,2005.0,213000000.0
Steven Spielberg,Munich,70000000.0,7.6,2005.0,1383000000.0
Antoine Fuqua,Tears of the Sun,70000000.0,6.6,2003.0,256000000.0
Robert Luketic,Killers,75000000.0,5.4,2010.0,75000000.0
Guy Ritchie,The Man from U.N.C.L.E.,75000000.0,7.3,2015.0,290000000.0
James L. Brooks,Spanglish,80000000.0,6.5,2004.0,250000000.0
Gil Kenan,Monster House,75000000.0,6.6,2006.0,75000000.0
Barry Levinson,Bandits,80000000.0,6.6,2001.0,210000000.0
Jerry Zucker,First Knight,55000000.0,5.9,1995.0,55000000.0
Andy Tennant,Anna and the King,75000000.0,6.7,1999.0,215000000.0
Tarsem Singh,Immortals,75000000.0,6.1,2011.0,160000000.0
Florent-Emilio Siri,Hostage,52000000.0,6.6,2005.0,52000000.0
Don Bluth,Titan A.E.,75000000.0,6.6,2000.0,125000000.0
Ron Shelton,Hollywood Homicide,75000000.0,5.3,2003.0,75000000.0
Paul W.S. Anderson,Soldier,75000000.0,6.0,1998.0,520000000.0
Henry Selick,Monkeybone,75000000.0,4.7,2001.0,135000000.0
John Moore,Flight of the Phoenix,45000000.0,6.1,2004.0,137000000.0
M. Night Shyamalan,Unbreakable,75000000.0,7.2,2000.0,605000000.0
Kyle Balda,Minions,74000000.0,6.4,2015.0,74000000.0
Zack Snyder,Sucker Punch,82000000.0,6.1,2011.0,832000000.0
Brian De Palma,Snake Eyes,69000000.0,5.9,1998.0,289000000.0
Barry Levinson,Sphere,75000000.0,6.0,1998.0,210000000.0
Clay Kaytis,The Angry Birds Movie,73000000.0,6.3,2016.0,73000000.0
Andy Tennant,Fool's Gold,70000000.0,5.6,2008.0,215000000.0
Judd Apatow,Funny People,75000000.0,6.4,2009.0,75000000.0
Peter Berg,The Kingdom,70000000.0,7.1,2007.0,514000000.0
Adam McKay,Talladega Nights: The Ballad of Ricky Bobby,73000000.0,6.6,2006.0,288000000.0
Steve Carr,Dr. Dolittle 2,72000000.0,4.6,2001.0,132000000.0
Mel Gibson,Braveheart,72000000.0,8.4,1995.0,72000000.0
Sam Mendes,Jarhead,70000000.0,7.1,2005.0,595000000.0
David Silverman,The Simpsons Movie,75000000.0,7.4,2007.0,75000000.0
Frank Darabont,The Majestic,72000000.0,6.9,2001.0,132000000.0
Renny Harlin,Driven,72000000.0,4.5,2001.0,555000000.0
Jean-Jacques Annaud,Two Brothers,59660000.0,7.1,2004.0,197660000.0
M. Night Shyamalan,The Village,60000000.0,6.5,2004.0,605000000.0
Betty Thomas,Doctor Dolittle,71500000.0,5.3,1998.0,216500000.0
M. Night Shyamalan,Signs,72000000.0,6.7,2002.0,605000000.0
Andrew Adamson,Shrek 2,150000000.0,7.2,2004.0,615000000.0
John Lasseter,Cars,120000000.0,7.2,2006.0,410000000.0
Garry Marshall,Runaway Bride,70000000.0,5.5,1999.0,172000000.0
Rob Cohen,xXx,70000000.0,5.8,2002.0,525000000.0
Paul Tibbitt,The SpongeBob Movie: Sponge Out of Water,74000000.0,6.0,2015.0,74000000.0
Ron Howard,Ransom,80000000.0,6.6,1996.0,911000000.0
Quentin Tarantino,Inglourious Basterds,75000000.0,8.3,2009.0,279000000.0
Steven Spielberg,Hook,70000000.0,6.7,1991.0,1383000000.0
Renny Harlin,Die Hard 2,70000000.0,7.1,1990.0,555000000.0
Clark Johnson,S.W.A.T.,80000000.0,6.0,2003.0,140000000.0
Cameron Crowe,Vanilla Sky,68000000.0,6.9,2001.0,235000000.0
M. Night Shyamalan,Lady in the Water,70000000.0,5.6,2006.0,605000000.0
Paul W.S. Anderson,AVP: Alien vs. Predator,60000000.0,5.6,2004.0,520000000.0
Betty Thomas,Alvin and the Chipmunks: The Squeakquel,75000000.0,4.5,2009.0,216500000.0
Randall Wallace,We Were Soldiers,75000000.0,7.1,2002.0,75000000.0
Antoine Fuqua,Olympus Has Fallen,70000000.0,6.5,2013.0,256000000.0
Jonathan Frakes,Star Trek: Insurrection,58000000.0,6.4,1998.0,115000000.0
Jonathan Liebesman,Battle Los Angeles,70000000.0,5.8,2011.0,345000000.0
Tim Burton,Big Fish,70000000.0,8.0,2003.0,770000000.0
Mike Nichols,Wolf,70000000.0,6.2,1994.0,210000000.0
Steven Spielberg,War Horse,66000000.0,7.2,2011.0,1383000000.0
George Clooney,The Monuments Men,70000000.0,6.1,2014.0,128000000.0
Oliver Stone,Wall Street: Money Never Sleeps,70000000.0,6.3,2010.0,343000000.0
Gary Shore,Dracula Untold,70000000.0,6.3,2014.0,70000000.0
Edward Zwick,The Siege,70000000.0,6.3,1998.0,310000000.0
Matthew Vaughn,Stardust,70000000.0,7.7,2007.0,230000000.0
Jean-Jacques Annaud,Seven Years in Tibet,70000000.0,7.0,1997.0,197660000.0
Ron Howard,The Dilemma,70000000.0,5.3,2011.0,911000000.0
Joel Schumacher,Bad Company,70000000.0,5.6,2002.0,365000000.0
Andrzej Bartkowiak,Doom,60000000.0,5.2,2005.0,60000000.0
Betty Thomas,I Spy,70000000.0,5.4,2002.0,216500000.0
Måns Mårlind,Underworld: Awakening,70000000.0,6.4,2012.0,70000000.0
Adam Shankman,Rock of Ages,75000000.0,5.9,2012.0,346000000.0
Gregory Hoblit,Hart's War,60000000.0,6.3,2002.0,60000000.0
Gary McKendry,Killer Elite,35000000.0,6.5,2011.0,35000000.0
John McTiernan,Rollerball,70000000.0,3.0,2002.0,365000000.0
Wych Kaosayananda,Ballistic: Ecks vs. Sever,70000000.0,3.6,2002.0,70000000.0
Mikael Salomon,Hard Rain,70000000.0,5.8,1998.0,70000000.0
Bobby Farrelly,Osmosis Jones,70000000.0,6.2,2001.0,212000000.0
Will Finn,Legends of Oz: Dorothy's Return,70000000.0,5.6,2013.0,180000000.0
Michael Mann,Blackhat,70000000.0,5.4,2015.0,410000000.0
Kerry Conran,Sky Captain and the World of Tomorrow,70000000.0,6.1,2004.0,70000000.0
Michael Caton-Jones,Basic Instinct 2,70000000.0,4.2,2006.0,130000000.0
Mikael Håfström,Escape Plan,50000000.0,6.7,2013.0,50000000.0
Renny Harlin,The Legend of Hercules,70000000.0,4.2,2014.0,555000000.0
Phil Alden Robinson,The Sum of All Fears,68000000.0,6.4,2002.0,68000000.0
David Slade,The Twilight Saga: Eclipse,68000000.0,4.9,2010.0,68000000.0
Frank Oz,The Score,68000000.0,6.8,2001.0,213000000.0
Pierre Coffin,Despicable Me,69000000.0,7.7,2010.0,145000000.0
Joseph Ruben,Money Train,68000000.0,5.6,1995.0,68000000.0
Seth MacFarlane,Ted 2,68000000.0,6.4,2015.0,118000000.0
Alejandro Amenábar,Agora,70000000.0,7.2,2009.0,70000000.0
Kinka Usher,Mystery Men,65000000.0,6.0,1999.0,65000000.0
Bobby Farrelly,Hall Pass,36000000.0,5.9,2011.0,212000000.0
Michael Mann,The Insider,68000000.0,7.9,1999.0,410000000.0
Ridley Scott,Body of Lies,70000000.0,7.1,2008.0,1123000000.0
Timur Bekmambetov,Abraham Lincoln: Vampire Hunter,69000000.0,5.9,2012.0,144000000.0
Jon Amiel,Entrapment,66000000.0,6.2,1999.0,126000000.0
Rob Bowman,The X Files,66000000.0,7.0,1998.0,169000000.0
Doug Lefler,The Last Legion,35000000.0,5.4,2007.0,35000000.0
Steven Spielberg,Saving Private Ryan,70000000.0,8.6,1998.0,1383000000.0
Scott Waugh,Need for Speed,66000000.0,6.5,2014.0,66000000.0
Nancy Meyers,What Women Want,70000000.0,6.4,2000.0,320000000.0
Chris Wedge,Ice Age,59000000.0,7.6,2002.0,234000000.0
Lawrence Kasdan,Dreamcatcher,68000000.0,5.5,2003.0,131000000.0
Steven Spielberg,Lincoln,65000000.0,7.4,2012.0,1383000000.0
Lana Wachowski,The Matrix,63000000.0,8.7,1999.0,659000000.0
Ron Howard,Apollo 13,62000000.0,7.6,1995.0,911000000.0
