director_name,movie_title,budget,imdb_score,title_year,director_expense
Michael Lembeck,The Santa Clause 2,60000000.0,5.5,2002.0,60000000.0
Tom Hooper,Les Misérables,61000000.0,7.6,2012.0,61000000.0
Nora Ephron,You've Got Mail,65000000.0,6.5,1998.0,130000000.0
Adam McKay,Step Brothers,65000000.0,6.9,2008.0,288000000.0
Martin Campbell,The Mask of Zorro,65000000.0,6.7,1998.0,738000000.0
Todd Phillips,Due Date,65000000.0,6.6,2010.0,205000000.0
Angelina Jolie Pitt,Unbroken,65000000.0,7.2,2014.0,65000000.0
Clint Eastwood,Space Cowboys,65000000.0,6.4,2000.0,478800000.0
Renny Harlin,Cliffhanger,70000000.0,6.4,1993.0,555000000.0
John Woo,Broken Arrow,50000000.0,6.0,1996.0,430000000.0
Jon Turteltaub,The Kid,60000000.0,6.1,2000.0,365000000.0
Oliver Stone,World Trade Center,63000000.0,6.0,2006.0,343000000.0
Mike Newell,Mona Lisa Smile,65000000.0,6.4,2003.0,415000000.0
Larry Charles,The Dictator,65000000.0,6.4,2012.0,65000000.0
Stanley Kubrick,Eyes Wide Shut,65000000.0,7.3,1999.0,65000000.0
Will Gluck,Annie,65000000.0,5.2,2014.0,65000000.0
Glenn Ficarra,Focus,50100000.0,6.6,2015.0,100100000.0
McG,This Means War,65000000.0,6.3,2012.0,542000000.0
David S. Goyer,Blade: Trinity,65000000.0,5.9,2004.0,65000000.0
Mike Nichols,Primary Colors,65000000.0,6.7,1998.0,210000000.0
Paul W.S. Anderson,Resident Evil: Retribution,65000000.0,5.4,2012.0,520000000.0
Paul W.S. Anderson,Death Race,45000000.0,6.4,2008.0,520000000.0
Renny Harlin,The Long Kiss Goodnight,65000000.0,6.7,1996.0,555000000.0
Taylor Hackford,Proof of Life,65000000.0,6.2,2000.0,122000000.0
Jon Favreau,Zathura: A Space Adventure,65000000.0,6.1,2005.0,580000000.0
David Fincher,Fight Club,63000000.0,8.8,1999.0,529000000.0
McG,We Are Marshall,65000000.0,7.1,2006.0,542000000.0
Michael Lehmann,Hudson Hawk,70000000.0,5.7,1991.0,70000000.0
Nora Ephron,Lucky Numbers,65000000.0,5.0,2000.0,130000000.0
Stuart Beattie,"I, Frankenstein",65000000.0,5.1,2014.0,65000000.0
Roman Polanski,Oliver Twist,50000000.0,6.9,2005.0,50000000.0
Rob Bowman,Elektra,43000000.0,4.8,2005.0,169000000.0
Frank Miller,Sin City: A Dame to Kill For,65000000.0,6.5,2014.0,125000000.0
Sydney Pollack,Random Hearts,64000000.0,5.1,1999.0,144000000.0
Baltasar Kormákur,Everest,55000000.0,7.1,2015.0,116000000.0
Tom Tykwer,Perfume: The Story of a Murderer,50000000.0,7.5,2006.0,202000000.0
Jay Roach,Austin Powers in Goldmember,63000000.0,6.2,2002.0,293000000.0
David Bowers,Astro Boy,65000000.0,6.3,2009.0,214000000.0
Steven Spielberg,Jurassic Park,63000000.0,8.1,1993.0,1383000000.0
Lawrence Kasdan,Wyatt Earp,63000000.0,6.6,1994.0,131000000.0
Phillip Noyce,Clear and Present Danger,62000000.0,6.9,1994.0,240000000.0
Daniel Lee,Dragon Blade,65000000.0,6.1,2015.0,65000000.0
Keenen Ivory Wayans,Littleman,64000000.0,4.3,2006.0,64000000.0
Jonathan Mostow,U-571,62000000.0,6.6,2000.0,342000000.0
Rob Reiner,The American President,62000000.0,6.8,1995.0,112000000.0
Marco Schnabel,The Love Guru,62000000.0,3.8,2008.0,62000000.0
Demian Lichtenstein,3000 Miles to Graceland,42000000.0,5.9,2001.0,42000000.0
Quentin Tarantino,The Hateful Eight,44000000.0,7.9,2015.0,279000000.0
Josh Gordon,Blades of Glory,61000000.0,6.3,2007.0,61000000.0
Tim Hill,Hop,63000000.0,5.5,2011.0,123000000.0
Zack Snyder,300,65000000.0,7.7,2006.0,832000000.0
Jay Roach,Meet the Fockers,80000000.0,6.3,2004.0,293000000.0
David Frankel,Marley & Me,60000000.0,7.1,2008.0,60000000.0
Frank Darabont,The Green Mile,60000000.0,8.5,1999.0,132000000.0
Mark Dindal,Chicken Little,150000000.0,5.8,2005.0,250000000.0
David Fincher,Gone Girl,61000000.0,8.1,2014.0,529000000.0
Doug Liman,The Bourne Identity,60000000.0,7.9,2002.0,443000000.0
Martin Campbell,GoldenEye,58000000.0,7.2,1995.0,738000000.0
Simon West,The General's Daughter,95000000.0,6.3,1999.0,377000000.0
Peter Weir,The Truman Show,60000000.0,8.1,1998.0,210000000.0
Brenda Chapman,The Prince of Egypt,70000000.0,7.0,1998.0,70000000.0
Steve Carr,Daddy Day Care,60000000.0,5.5,2003.0,132000000.0
Baltasar Kormákur,2 Guns,61000000.0,6.7,2013.0,116000000.0
Lawrence Guterman,Cats & Dogs,60000000.0,5.2,2001.0,144000000.0
F. Gary Gray,The Italian Job,60000000.0,7.0,2003.0,213000000.0
Marc Lawrence,Two Weeks Notice,60000000.0,6.1,2002.0,118000000.0
Eric Darnell,Antz,105000000.0,6.6,1998.0,607000000.0
Peter Billingsley,Couples Retreat,60000000.0,5.5,2009.0,60000000.0
Tony Scott,Days of Thunder,60000000.0,5.9,1990.0,620000000.0
Adam Shankman,Cheaper by the Dozen 2,60000000.0,5.4,2005.0,346000000.0
Wes Ball,The Scorch Trials,61000000.0,6.4,2015.0,61000000.0
Ryan Murphy,Eat Pray Love,60000000.0,5.7,2010.0,60000000.0
Brett Ratner,The Family Man,60000000.0,6.7,2000.0,811000000.0
Robert Schwentke,RED,58000000.0,7.1,2010.0,463000000.0
Oliver Stone,Any Given Sunday,55000000.0,6.8,1999.0,343000000.0
Robert Redford,The Horse Whisperer,60000000.0,6.5,1998.0,120000000.0
Michael Mann,Collateral,65000000.0,7.6,2004.0,410000000.0
Chuck Russell,The Scorpion King,60000000.0,5.5,2002.0,160000000.0
Jay Russell,Ladder 49,55000000.0,6.5,2004.0,55000000.0
Christopher McQuarrie,Jack Reacher,60000000.0,7.0,2012.0,210000000.0
Renny Harlin,Deep Blue Sea,60000000.0,5.8,1999.0,555000000.0
Kenny Ortega,This Is It,60000000.0,7.3,2009.0,60000000.0
Steven Soderbergh,Contagion,60000000.0,6.6,2011.0,392000000.0
David McNally,Kangaroo Jack,60000000.0,4.4,2003.0,60000000.0
Henry Selick,Coraline,60000000.0,7.7,2009.0,135000000.0
M. Night Shyamalan,The Happening,48000000.0,5.0,2008.0,605000000.0
Tony Scott,Man on Fire,70000000.0,7.7,2004.0,620000000.0
Brian Robbins,The Shaggy Dog,50000000.0,4.4,2006.0,110000000.0
Todd Phillips,Starsky & Hutch,60000000.0,6.1,2004.0,205000000.0
Brian Levant,Jingle All the Way,60000000.0,5.4,1996.0,120000000.0
Guillermo del Toro,Hellboy,66000000.0,6.8,2004.0,395000000.0
Steven Zaillian,A Civil Action,60000000.0,6.5,1998.0,115000000.0
Chris Butler,ParaNorman,60000000.0,7.0,2012.0,60000000.0
Michael Caton-Jones,The Jackal,60000000.0,6.3,1997.0,130000000.0
John Woo,Paycheck,60000000.0,6.3,2003.0,430000000.0
Jon Avnet,Up Close & Personal,60000000.0,6.1,1996.0,120000000.0
Sam Fell,The Tale of Despereaux,60000000.0,6.1,2008.0,60000000.0
Kevin Donovan,The Tuxedo,60000000.0,5.3,2002.0,60000000.0
Geoff Murphy,Under Siege 2: Dark Territory,60000000.0,5.4,1995.0,60000000.0
Kenneth Branagh,Jack Ryan: Shadow Recruit,60000000.0,6.2,2014.0,305000000.0
David O. Russell,Joy,60000000.0,6.6,2015.0,60000000.0
Babak Najafi,London Has Fallen,60000000.0,5.9,2016.0,60000000.0
Jean-Pierre Jeunet,Alien: Resurrection,75000000.0,6.3,1997.0,122000000.0
Antoine Fuqua,Shooter,61000000.0,7.2,2007.0,256000000.0
Graham Annable,The Boxtrolls,60000000.0,6.8,2014.0,60000000.0
Griffin Dunne,Practical Magic,48000000.0,6.1,1998.0,48000000.0
Phil Lord,The Lego Movie,60000000.0,7.8,2014.0,210000000.0
John Pasquin,Miss Congeniality 2: Armed and Fabulous,45000000.0,5.0,2005.0,45000000.0
Rob Bowman,Reign of Fire,60000000.0,6.2,2002.0,169000000.0
Ruben Fleischer,Gangster Squad,60000000.0,6.7,2013.0,60000000.0
Harold Ramis,Year One,60000000.0,4.9,2009.0,120000000.0
Clint Eastwood,Invictus,60000000.0,7.4,2009.0,478800000.0
Tony Gilroy,Duplicity,60000000.0,6.2,2009.0,185000000.0
Donald Petrie,My Favorite Martian,65000000.0,4.9,1999.0,115000000.0
Clark Johnson,The Sentinel,60000000.0,6.1,2006.0,140000000.0
Jorge Blanco,Planet 51,70000000.0,6.1,2009.0,70000000.0
Stuart Baird,Star Trek: Nemesis,60000000.0,6.4,2002.0,115000000.0
Joel Coen,Intolerable Cruelty,60000000.0,6.3,2003.0,60000000.0
Martin Campbell,Edge of Darkness,80000000.0,6.6,2010.0,738000000.0
Peter Hyams,The Relic,40000000.0,5.7,1997.0,175000000.0
Harold Ramis,Analyze That,60000000.0,5.9,2002.0,120000000.0
Jon Avnet,Righteous Kill,60000000.0,6.0,2008.0,120000000.0
Harold Becker,Mercury Rising,60000000.0,6.1,1998.0,113000000.0
Joe Wright,The Soloist,60000000.0,6.7,2009.0,210000000.0
Robert Redford,The Legend of Bagger Vance,60000000.0,6.7,2000.0,120000000.0
Cameron Crowe,Almost Famous,60000000.0,7.9,2000.0,235000000.0
Lee Tamahori,xXx: State of the Union,87000000.0,4.3,2005.0,229000000.0
Scott Stewart,Priest,60000000.0,5.7,2011.0,60000000.0
Patrick Gilmore,Sinbad: Legend of the Seven Seas,60000000.0,6.7,2003.0,60000000.0
Paul W.S. Anderson,Event Horizon,60000000.0,6.7,1997.0,520000000.0
Tom Shadyac,Dragonfly,60000000.0,6.1,2002.0,420000000.0
Brian De Palma,The Black Dahlia,50000000.0,5.6,2006.0,289000000.0
Tony Bill,Flyboys,60000000.0,6.6,2006.0,60000000.0
Rod Lurie,The Last Castle,60000000.0,6.9,2001.0,60000000.0
Walter Hill,Supernova,65000000.0,4.8,2000.0,120000000.0
Akiva Goldsman,Winter's Tale,60000000.0,6.2,2014.0,60000000.0
Harald Zwart,The Mortal Instruments: City of Bones,60000000.0,6.0,2013.0,60000000.0
Brian Robbins,Meet Dave,60000000.0,4.9,2008.0,110000000.0
Walter Salles,Dark Water,30000000.0,5.6,2005.0,30000000.0
Ron Howard,Edtv,55000000.0,6.1,1999.0,911000000.0
Iain Softley,Inkheart,60000000.0,6.1,2008.0,60000000.0
Frank Miller,The Spirit,60000000.0,4.8,2008.0,125000000.0
David Koepp,Mortdecai,60000000.0,5.5,2015.0,60000000.0
Uwe Boll,In the Name of the King: A Dungeon Siege Tale,60000000.0,3.8,2007.0,60000000.0
Martin Campbell,Beyond Borders,35000000.0,6.5,2003.0,738000000.0
Pou-Soi Cheang,Xi you ji zhi: Sun Wukong san da Baigu Jing,68005000.0,6.0,2016.0,68005000.0
John Dahl,The Great Raid,80000000.0,6.7,2005.0,80000000.0
Tim Miller,Deadpool,58000000.0,8.1,2016.0,58000000.0
Stephen Herek,Holy Man,60000000.0,4.9,1998.0,60000000.0
Clint Eastwood,American Sniper,58800000.0,7.3,2014.0,478800000.0
Rob Letterman,Goosebumps,58000000.0,6.4,2015.0,345000000.0
Mark Waters,Just Like Heaven,58000000.0,6.7,2005.0,203000000.0
Brian Levant,The Flintstones in Viva Rock Vegas,60000000.0,3.6,2000.0,120000000.0
George Clooney,Leatherheads,58000000.0,6.0,2008.0,128000000.0
Marc Lawrence,Did You Hear About the Morgans?,58000000.0,4.7,2009.0,118000000.0
Shawn Levy,The Internship,58000000.0,6.3,2013.0,675000000.0
Paul W.S. Anderson,Resident Evil: Afterlife,60000000.0,5.9,2010.0,520000000.0
Anthony Hemingway,Red Tails,58000000.0,5.9,2012.0,58000000.0
Taylor Hackford,The Devil's Advocate,57000000.0,7.5,1997.0,122000000.0
Sean Anders,That's My Boy,70000000.0,5.6,2012.0,120000000.0
Rob Cohen,DragonHeart,57000000.0,6.4,1996.0,525000000.0
Brett Ratner,After the Sunset,58000000.0,6.3,2004.0,811000000.0
Mark Neveldine,Ghost Rider: Spirit of Vengeance,57000000.0,4.3,2011.0,57000000.0
John Madden,Captain Corelli's Mandolin,57000000.0,5.9,2001.0,57000000.0
Adam Shankman,The Pacifier,56000000.0,5.5,2005.0,346000000.0
Kevin Bray,Walking Tall,56000000.0,6.2,2004.0,56000000.0
Robert Zemeckis,Forrest Gump,55000000.0,8.8,1994.0,905000000.0
Tim Hill,Alvin and the Chipmunks,60000000.0,5.2,2007.0,123000000.0
Jay Roach,Meet the Parents,55000000.0,7.0,2000.0,293000000.0
Mike Gabriel,Pocahontas,55000000.0,6.6,1995.0,55000000.0
Tom Shadyac,The Nutty Professor,54000000.0,5.6,1996.0,420000000.0
Andy Tennant,Hitch,70000000.0,6.6,2005.0,215000000.0
Sam Weisman,George of the Jungle,55000000.0,5.4,1997.0,55000000.0
Jesse Dylan,American Wedding,55000000.0,6.3,2003.0,55000000.0
Paul Greengrass,Captain Phillips,55000000.0,7.9,2013.0,460000000.0
Shawn Levy,Date Night,55000000.0,6.3,2010.0,675000000.0
Brad Silberling,Casper,50000000.0,6.0,1995.0,205000000.0
Antoine Fuqua,The Equalizer,55000000.0,7.2,2014.0,256000000.0
Wayne Wang,Maid in Manhattan,55000000.0,5.1,2002.0,55000000.0
Tony Scott,Crimson Tide,53000000.0,7.3,1995.0,620000000.0
Gabriele Muccino,The Pursuit of Happyness,55000000.0,8.0,2006.0,110000000.0
Robert Schwentke,Flightplan,55000000.0,6.2,2005.0,463000000.0
Barry Levinson,Disclosure,55000000.0,6.0,1994.0,210000000.0
Brad Silberling,City of Angels,55000000.0,6.7,1998.0,205000000.0
Quentin Tarantino,Kill Bill: Vol. 1,30000000.0,8.1,2003.0,279000000.0
Frank Oz,Bowfinger,55000000.0,6.4,1999.0,213000000.0
Quentin Tarantino,Kill Bill: Vol. 2,30000000.0,8.0,2004.0,279000000.0
Robert Zemeckis,Death Becomes Her,55000000.0,6.4,1992.0,905000000.0
Tom Dey,Shanghai Noon,55000000.0,6.6,2000.0,155000000.0
Stuart Baird,Executive Decision,55000000.0,6.4,1996.0,115000000.0
Mark Waters,Mr. Popper's Penguins,55000000.0,6.0,2011.0,203000000.0
Rob Minkoff,The Forbidden Kingdom,55000000.0,6.6,2008.0,543000000.0
Jimmy Hayward,Free Birds,55000000.0,5.9,2013.0,55000000.0
David Fincher,Alien 3,50000000.0,6.4,1992.0,529000000.0
Alan Parker,Evita,55000000.0,6.3,1996.0,55000000.0
John Frankenheimer,Ronin,55000000.0,7.3,1998.0,55000000.0
Stephen Hopkins,The Ghost and the Darkness,55000000.0,6.8,1996.0,135000000.0
Paul King,Paddington,55000000.0,7.2,2014.0,55000000.0
Akiva Schaffer,The Watch,68000000.0,5.7,2012.0,68000000.0
William Friedkin,The Hunted,55000000.0,6.0,2003.0,55000000.0
Jon Turteltaub,Instinct,55000000.0,6.5,1999.0,365000000.0
Bobby Farrelly,Stuck on You,55000000.0,5.8,2003.0,212000000.0
Kent Alterman,Semi-Pro,55000000.0,5.8,2008.0,55000000.0
Peter Lord,The Pirates! Band of Misfits,55000000.0,6.7,2012.0,55000000.0
Clint Eastwood,Changeling,55000000.0,7.8,2008.0,478800000.0
Andrew Davis,Chain Reaction,50000000.0,5.6,1996.0,135000000.0
Tony Scott,The Fan,55000000.0,5.8,1996.0,620000000.0
Joel Schumacher,The Phantom of the Opera,70000000.0,7.4,2004.0,365000000.0
Shekhar Kapur,Elizabeth: The Golden Age,55000000.0,6.9,2007.0,55000000.0
Karyn Kusama,Æon Flux,62000000.0,5.5,2005.0,62000000.0
Ron Maxwell,Gods and Generals,56000000.0,6.3,2003.0,56000000.0
Robert Butler,Turbulence,71000000.0,4.7,1997.0,71000000.0
Karey Kirkpatrick,Imagine That,55000000.0,5.6,2009.0,55000000.0
James Bobin,Muppets Most Wanted,50000000.0,6.4,2014.0,220000000.0
Jonathan Frakes,Thunderbirds,57000000.0,4.2,2004.0,115000000.0
Steve Antin,Burlesque,55000000.0,6.4,2010.0,55000000.0
Jean-Pierre Jeunet,A Very Long Engagement,47000000.0,7.7,2004.0,122000000.0
Jim Gillespie,Eye See You,55000000.0,5.3,2002.0,55000000.0
Guillermo del Toro,Blade II,54000000.0,6.7,2002.0,395000000.0
Gabriele Muccino,Seven Pounds,55000000.0,7.7,2008.0,110000000.0
Walter Hill,Bullet to the Head,55000000.0,5.7,2012.0,120000000.0
Francis Ford Coppola,The Godfather: Part III,54000000.0,7.6,1990.0,54000000.0
Cameron Crowe,Elizabethtown,57000000.0,6.4,2005.0,235000000.0
Anthony Russo,"You, Me and Dupree",54000000.0,5.6,2006.0,474000000.0
Martin Brest,Gigli,54000000.0,2.4,2003.0,144000000.0
Steven Zaillian,All the King's Men,55000000.0,6.2,2006.0,115000000.0
John Singleton,Shaft,46000000.0,5.9,2000.0,122000000.0
Don Bluth,Anastasia,50000000.0,7.1,1997.0,125000000.0
Baz Luhrmann,Moulin Rouge!,52500000.0,7.6,2001.0,287500000.0
Harold Becker,Domestic Disturbance,53000000.0,5.5,2001.0,113000000.0
Scott Cooper,Black Mass,53000000.0,7.0,2015.0,53000000.0
Clint Eastwood,Flags of Our Fathers,90000000.0,7.1,2006.0,478800000.0
F. Gary Gray,Law Abiding Citizen,50000000.0,7.4,2009.0,213000000.0
Robert Rodriguez,Grindhouse,53000000.0,7.6,2007.0,103000000.0
Jonathan Demme,Beloved,55000000.0,5.9,1998.0,135000000.0
Curtis Hanson,Lucky You,55000000.0,5.9,2007.0,55000000.0
Steven Spielberg,Catch Me If You Can,52000000.0,8.0,2002.0,1383000000.0
Kathryn Bigelow,Zero Dark Thirty,40000000.0,7.4,2012.0,140000000.0
Peyton Reed,The Break-Up,52000000.0,5.8,2006.0,252000000.0
Phyllida Lloyd,Mamma Mia!,52000000.0,6.3,2008.0,52000000.0
Garry Marshall,Valentine's Day,52000000.0,5.7,2010.0,172000000.0
Jay Chandrasekhar,The Dukes of Hazzard,50000000.0,5.1,2005.0,50000000.0
Terrence Malick,The Thin Red Line,52000000.0,7.6,1998.0,52000000.0
David Dobkin,The Change-Up,52000000.0,6.4,2011.0,152000000.0
Milos Forman,Man on the Moon,52000000.0,7.4,1999.0,52000000.0
Martin Scorsese,Casino,52000000.0,8.2,1995.0,702000000.0
Pierre Morel,From Paris with Love,52000000.0,6.5,2010.0,52000000.0
Paul Hunter,Bulletproof Monk,52000000.0,5.5,2003.0,52000000.0
Bobby Farrelly,"Me, Myself & Irene",51000000.0,6.5,2000.0,212000000.0
Steve Oedekerk,Barnyard,51000000.0,5.6,2006.0,51000000.0
Chris Weitz,The Twilight Saga: New Moon,50000000.0,4.6,2009.0,230000000.0
Andrew Adamson,Shrek,60000000.0,7.9,2001.0,615000000.0
George Nolfi,The Adjustment Bureau,50200000.0,7.1,2011.0,50200000.0
Kevin Reynolds,Robin Hood: Prince of Thieves,48000000.0,6.9,1991.0,223000000.0
Cameron Crowe,Jerry Maguire,50000000.0,7.3,1996.0,235000000.0
Seth MacFarlane,Ted,50000000.0,7.0,2012.0,118000000.0
James L. Brooks,As Good as It Gets,50000000.0,7.7,1997.0,250000000.0
Tom Shadyac,Patch Adams,50000000.0,6.7,1998.0,420000000.0
Adam McKay,Anchorman 2: The Legend Continues,50000000.0,6.3,2013.0,288000000.0
Steven Brill,Mr. Deeds,50000000.0,5.8,2002.0,130000000.0
J.J. Abrams,Super 8,50000000.0,7.1,2011.0,540000000.0
Steven Soderbergh,Erin Brockovich,52000000.0,7.3,2000.0,392000000.0
Donald Petrie,How to Lose a Guy in 10 Days,50000000.0,6.4,2003.0,115000000.0
Phil Lord,22 Jump Street,50000000.0,7.1,2014.0,210000000.0
Neil Jordan,Interview with the Vampire: The Vampire Chronicles,60000000.0,7.6,1994.0,60000000.0
Peyton Reed,Yes Man,70000000.0,6.8,2008.0,252000000.0
Rawson Marshall Thurber,Central Intelligence,50000000.0,6.6,2016.0,50000000.0
Chris Columbus,Stepmom,50000000.0,6.7,1998.0,558000000.0
Sean Anders,Daddy's Home,50000000.0,6.1,2015.0,120000000.0
Rob Marshall,Into the Woods,50000000.0,6.0,2014.0,465000000.0
Spike Lee,Inside Man,45000000.0,7.6,2006.0,45000000.0
Brian Helgeland,Payback,50000000.0,7.1,1999.0,50000000.0
Frank Marshall,Congo,50000000.0,5.0,1995.0,50000000.0
Alex Proyas,Knowing,50000000.0,6.2,2009.0,310000000.0
Tom Dey,Failure to Launch,50000000.0,5.6,2006.0,155000000.0
Glenn Ficarra,"Crazy, Stupid, Love.",50000000.0,7.4,2011.0,100100000.0
Peter Hewitt,Garfield,35000000.0,5.0,2004.0,35000000.0
Joe Roth,Christmas with the Kranks,60000000.0,5.2,2004.0,60000000.0
Bennett Miller,Moneyball,50000000.0,7.6,2011.0,50000000.0
Wolfgang Petersen,Outbreak,50000000.0,6.6,1995.0,610000000.0
Jaume Collet-Serra,Non-Stop,50000000.0,7.0,2014.0,50000000.0
Andy Fickman,Race to Witch Mountain,65000000.0,5.7,2009.0,65000000.0
James McTeigue,V for Vendetta,54000000.0,8.2,2005.0,94000000.0
David Dobkin,Shanghai Knights,50000000.0,6.2,2003.0,152000000.0
Matthew O'Callaghan,Curious George,50000000.0,6.6,2006.0,50000000.0
Angela Robinson,Herbie Fully Loaded,50000000.0,4.7,2005.0,50000000.0
Gary Fleder,Don't Say a Word,50000000.0,6.3,2001.0,50000000.0
Tommy Wirkola,Hansel & Gretel: Witch Hunters,50000000.0,6.1,2013.0,50000000.0
Adrian Lyne,Unfaithful,50000000.0,6.7,2002.0,50000000.0
D.J. Caruso,I Am Number Four,60000000.0,6.1,2011.0,140000000.0
Stephen Gaghan,Syriana,50000000.0,7.0,2005.0,50000000.0
Michael Bay,13 Hours,50000000.0,7.4,2016.0,1416000000.0
Jorge R. Gutiérrez,The Book of Life,50000000.0,7.3,2014.0,50000000.0
Richard Loncraine,Firewall,50000000.0,5.8,2006.0,50000000.0
Clint Eastwood,Absolute Power,50000000.0,6.7,1997.0,478800000.0
Ridley Scott,G.I. Jane,50000000.0,5.8,1997.0,1123000000.0
David Fincher,The Game,50000000.0,7.8,1997.0,529000000.0
Christophe Gans,Silent Hill,50000000.0,6.6,2006.0,50000000.0
Howard Deutch,The Replacements,50000000.0,6.5,2000.0,50000000.0
Jon Hurwitz,American Reunion,50000000.0,6.7,2012.0,50000000.0
F. Gary Gray,The Negotiator,50000000.0,7.3,1998.0,213000000.0
Steven Quale,Into the Storm,50000000.0,5.8,2014.0,50000000.0
John Landis,Beverly Hills Cop III,55000000.0,5.5,1994.0,55000000.0
Joe Dante,Gremlins 2: The New Batch,50000000.0,6.3,1990.0,130000000.0
David Dobkin,The Judge,50000000.0,7.4,2014.0,152000000.0
Mimi Leder,The Peacemaker,50000000.0,5.9,1997.0,125000000.0
Alexander Witt,Resident Evil: Apocalypse,45000000.0,6.2,2004.0,45000000.0
Beeban Kidron,Bridget Jones: The Edge of Reason,40000000.0,5.9,2004.0,40000000.0
Carl Franklin,Out of Time,50000000.0,6.5,2003.0,50000000.0
Steven Seagal,On Deadly Ground,50000000.0,4.4,1994.0,50000000.0
Robert Rodriguez,The Adventures of Sharkboy and Lavagirl 3-D,50000000.0,3.5,2005.0,103000000.0
Danny Boyle,The Beach,50000000.0,6.6,2000.0,50000000.0
Garry Marshall,Raising Helen,50000000.0,6.0,2004.0,172000000.0
James McTeigue,Ninja Assassin,40000000.0,6.4,2009.0,94000000.0
Sam Raimi,For Love of the Game,50000000.0,6.5,1999.0,862000000.0
Andrew Bergman,Striptease,40000000.0,4.3,1996.0,40000000.0
Tom Dey,Marmaduke,50000000.0,4.2,2010.0,155000000.0
Clint Eastwood,Hereafter,50000000.0,6.5,2010.0,478800000.0
Barbet Schroeder,Murder by Numbers,50000000.0,6.1,2002.0,50000000.0
Richard Donner,Assassins,50000000.0,6.3,1995.0,345000000.0
Peter Webber,Hannibal Rising,50000000.0,6.2,2007.0,50000000.0
Rob Reiner,The Story of Us,50000000.0,5.9,1999.0,112000000.0
Andrew Niccol,The Host,40000000.0,5.9,2013.0,40000000.0
John McTiernan,Basic,50000000.0,6.5,2003.0,365000000.0
Clint Eastwood,Blood Work,50000000.0,6.4,2002.0,478800000.0
Tom Tykwer,The International,50000000.0,6.5,2009.0,202000000.0
John Carpenter,Escape from L.A.,50000000.0,5.7,1996.0,50000000.0
Brad Bird,The Iron Giant,70000000.0,8.0,1999.0,647000000.0
